column,row,easting_m,northing_m,elevation_m
27,1,1718.750,9906.250,1434.579
28,1,1781.250,9906.250,1438.979
29,1,1843.750,9906.250,1443.613
30,1,1906.250,9906.250,1439.795
31,1,1968.750,9906.250,1408.516
32,1,2031.250,9906.250,1391.075
33,1,2093.750,9906.250,1400.993
34,1,2156.250,9906.250,1404.705
35,1,2218.750,9906.250,1383.732
36,1,2281.250,9906.250,1363.959
37,1,2343.750,9906.250,1365.281
38,1,2406.250,9906.250,1400.722
39,1,2468.750,9906.250,1448.248
40,1,2531.250,9906.250,1468.758
41,1,2593.750,9906.250,1456.838
42,1,2656.250,9906.250,1428.854
43,1,2718.750,9906.250,1398.515
44,1,2781.250,9906.250,1380.037
45,1,2843.750,9906.250,1376.506
46,1,2906.250,9906.250,1372.740
47,1,2968.750,9906.250,1366.331
48,1,3031.250,9906.250,1355.039
49,1,3093.750,9906.250,1342.608
50,1,3156.250,9906.250,1344.773
51,1,3218.750,9906.250,1387.589
52,1,3281.250,9906.250,1435.642
53,1,3343.750,9906.250,1460.221
54,1,3406.250,9906.250,1471.434
55,1,3468.750,9906.250,1485.298
56,1,3531.250,9906.250,1510.762
57,1,3593.750,9906.250,1543.238
58,1,3656.250,9906.250,1582.312
59,1,3718.750,9906.250,1620.966
60,1,3781.250,9906.250,1638.213
61,1,3843.750,9906.250,1633.955
62,1,3906.250,9906.250,1642.624
63,1,3968.750,9906.250,1668.524
64,1,4031.250,9906.250,1700.760
65,1,4093.750,9906.250,1756.745
66,1,4156.250,9906.250,1832.953
67,1,4218.750,9906.250,1832.859
68,1,4281.250,9906.250,1831.289
69,1,4343.750,9906.250,1828.436
70,1,4406.250,9906.250,1790.121
71,1,4468.750,9906.250,1737.894
72,1,4531.250,9906.250,1681.055
73,1,4593.750,9906.250,1617.046
74,1,4656.250,9906.250,1558.961
75,1,4718.750,9906.250,1533.767
76,1,4781.250,9906.250,1535.489
77,1,4843.750,9906.250,1542.621
78,1,4906.250,9906.250,1562.978
79,1,4968.750,9906.250,1594.012
80,1,5031.250,9906.250,1601.645
81,1,5093.750,9906.250,1581.915
82,1,5156.250,9906.250,1573.819
83,1,5218.750,9906.250,1580.388
84,1,5281.250,9906.250,1580.635
85,1,5343.750,9906.250,1579.992
86,1,5406.250,9906.250,1564.355
87,1,5468.750,9906.250,1536.190
88,1,5531.250,9906.250,1501.448
89,1,5593.750,9906.250,1466.815
90,1,5656.250,9906.250,1428.782
91,1,5718.750,9906.250,1397.834
92,1,5781.250,9906.250,1371.255
93,1,5843.750,9906.250,1351.510
94,1,5906.250,9906.250,1337.426
95,1,5968.750,9906.250,1322.398
96,1,6031.250,9906.250,1305.521
97,1,6093.750,9906.250,1295.262
98,1,6156.250,9906.250,1295.028
99,1,6218.750,9906.250,1296.829
100,1,6281.250,9906.250,1293.800
101,1,6343.750,9906.250,1292.185
102,1,6406.250,9906.250,1297.754
103,1,6468.750,9906.250,1312.190
104,1,6531.250,9906.250,1327.153
105,1,6593.750,9906.250,1336.342
106,1,6656.250,9906.250,1351.532
107,1,6718.750,9906.250,1357.564
108,1,6781.250,9906.250,1328.342
109,1,6843.750,9906.250,1294.478
110,1,6906.250,9906.250,1310.602
111,1,6968.750,9906.250,1362.017
112,1,7031.250,9906.250,1400.677
113,1,7093.750,9906.250,1405.851
114,1,7156.250,9906.250,1387.814
115,1,7218.750,9906.250,1344.275
116,1,7281.250,9906.250,1288.168
117,1,7343.750,9906.250,1247.873
118,1,7406.250,9906.250,1225.978
119,1,7468.750,9906.250,1212.022
120,1,7531.250,9906.250,1214.703
121,1,7593.750,9906.250,1223.568
122,1,7656.250,9906.250,1227.083
123,1,7718.750,9906.250,1237.408
124,1,7781.250,9906.250,1273.617
125,1,7843.750,9906.250,1333.345
126,1,7906.250,9906.250,1390.194
127,1,7968.750,9906.250,1445.739
128,1,8031.250,9906.250,1493.205
129,1,8093.750,9906.250,1539.702
130,1,8156.250,9906.250,1604.171
131,1,8218.750,9906.250,1686.186
132,1,8281.250,9906.250,1771.405
133,1,8343.750,9906.250,1869.631
134,1,8406.250,9906.250,1961.745
135,1,8468.750,9906.250,2006.666
136,1,8531.250,9906.250,2034.138
137,1,8593.750,9906.250,2060.203
138,1,8656.250,9906.250,2075.313
139,1,8718.750,9906.250,2079.311
140,1,8781.250,9906.250,2089.284
141,1,8843.750,9906.250,2093.510
142,1,8906.250,9906.250,2087.769
143,1,8968.750,9906.250,2070.824
144,1,9031.250,9906.250,2049.542
145,1,9093.750,9906.250,2043.380
146,1,9156.250,9906.250,2057.744
147,1,9218.750,9906.250,2078.952
148,1,9281.250,9906.250,2100.369
149,1,9343.750,9906.250,2124.055
150,1,9406.250,9906.250,2145.240
151,1,9468.750,9906.250,2176.219
152,1,9531.250,9906.250,2178.029
153,1,9593.750,9906.250,2152.649
154,1,9656.250,9906.250,2142.237
155,1,9718.750,9906.250,2136.735
156,1,9781.250,9906.250,2155.428
157,1,9843.750,9906.250,2191.376
158,1,9906.250,9906.250,2215.930
159,1,9968.750,9906.250,2218.297
0,2,31.250,9843.750,1459.384
1,2,93.750,9843.750,1432.232
2,2,156.250,9843.750,1399.507
3,2,218.750,9843.750,1384.075
4,2,281.250,9843.750,1388.966
5,2,343.750,9843.750,1404.499
6,2,406.250,9843.750,1426.737
7,2,468.750,9843.750,1439.514
8,2,531.250,9843.750,1431.749
9,2,593.750,9843.750,1408.514
10,2,656.250,9843.750,1388.854
11,2,718.750,9843.750,1397.317
12,2,781.250,9843.750,1403.861
13,2,843.750,9843.750,1412.618
14,2,906.250,9843.750,1435.294
15,2,968.750,9843.750,1449.822
16,2,1031.250,9843.750,1443.839
17,2,1093.750,9843.750,1442.388
18,2,1156.250,9843.750,1453.076
19,2,1218.750,9843.750,1450.418
20,2,1281.250,9843.750,1421.279
21,2,1343.750,9843.750,1394.592
22,2,1406.250,9843.750,1383.549
23,2,1468.750,9843.750,1387.610
24,2,1531.250,9843.750,1402.315
25,2,1593.750,9843.750,1418.996
26,2,1656.250,9843.750,1432.322
27,2,1718.750,9843.750,1441.332
28,2,1781.250,9843.750,1441.325
29,2,1843.750,9843.750,1434.342
30,2,1906.250,9843.750,1428.516
31,2,1968.750,9843.750,1410.248
32,2,2031.250,9843.750,1404.201
33,2,2093.750,9843.750,1425.341
34,2,2156.250,9843.750,1443.925
35,2,2218.750,9843.750,1422.598
36,2,2281.250,9843.750,1382.016
37,2,2343.750,9843.750,1368.716
38,2,2406.250,9843.750,1387.626
39,2,2468.750,9843.750,1410.353
40,2,2531.250,9843.750,1423.754
41,2,2593.750,9843.750,1416.446
42,2,2656.250,9843.750,1397.342
43,2,2718.750,9843.750,1389.683
44,2,2781.250,9843.750,1396.553
45,2,2843.750,9843.750,1395.007
46,2,2906.250,9843.750,1380.811
47,2,2968.750,9843.750,1370.978
48,2,3031.250,9843.750,1373.761
49,2,3093.750,9843.750,1378.210
50,2,3156.250,9843.750,1382.393
51,2,3218.750,9843.750,1415.659
52,2,3281.250,9843.750,1446.862
53,2,3343.750,9843.750,1448.827
54,2,3406.250,9843.750,1440.998
55,2,3468.750,9843.750,1454.576
56,2,3531.250,9843.750,1500.619
57,2,3593.750,9843.750,1549.017
58,2,3656.250,9843.750,1583.502
59,2,3718.750,9843.750,1611.459
60,2,3781.250,9843.750,1632.015
61,2,3843.750,9843.750,1650.817
62,2,3906.250,9843.750,1676.210
63,2,3968.750,9843.750,1691.441
64,2,4031.250,9843.750,1703.705
65,2,4093.750,9843.750,1755.403
66,2,4156.250,9843.750,1834.267
67,2,4218.750,9843.750,1847.602
68,2,4281.250,9843.750,1834.738
69,2,4343.750,9843.750,1808.570
70,2,4406.250,9843.750,1765.334
71,2,4468.750,9843.750,1735.027
72,2,4531.250,9843.750,1690.319
73,2,4593.750,9843.750,1609.725
74,2,4656.250,9843.750,1531.471
75,2,4718.750,9843.750,1503.344
76,2,4781.250,9843.750,1515.133
77,2,4843.750,9843.750,1527.638
78,2,4906.250,9843.750,1539.712
79,2,4968.750,9843.750,1562.445
80,2,5031.250,9843.750,1577.784
81,2,5093.750,9843.750,1587.872
82,2,5156.250,9843.750,1600.682
83,2,5218.750,9843.750,1599.089
84,2,5281.250,9843.750,1581.633
85,2,5343.750,9843.750,1581.631
86,2,5406.250,9843.750,1580.602
87,2,5468.750,9843.750,1562.643
88,2,5531.250,9843.750,1521.113
89,2,5593.750,9843.750,1473.960
90,2,5656.250,9843.750,1441.382
91,2,5718.750,9843.750,1439.710
92,2,5781.250,9843.750,1425.759
93,2,5843.750,9843.750,1388.681
94,2,5906.250,9843.750,1352.814
95,2,5968.750,9843.750,1324.606
96,2,6031.250,9843.750,1297.747
97,2,6093.750,9843.750,1281.927
98,2,6156.250,9843.750,1265.131
99,2,6218.750,9843.750,1243.546
100,2,6281.250,9843.750,1238.096
101,2,6343.750,9843.750,1246.065
102,2,6406.250,9843.750,1255.281
103,2,6468.750,9843.750,1266.832
104,2,6531.250,9843.750,1284.173
105,2,6593.750,9843.750,1301.519
106,2,6656.250,9843.750,1328.906
107,2,6718.750,9843.750,1347.093
108,2,6781.250,9843.750,1330.549
109,2,6843.750,9843.750,1305.563
110,2,6906.250,9843.750,1318.174
111,2,6968.750,9843.750,1350.768
112,2,7031.250,9843.750,1370.996
113,2,7093.750,9843.750,1373.394
114,2,7156.250,9843.750,1362.285
115,2,7218.750,9843.750,1326.418
116,2,7281.250,9843.750,1277.524
117,2,7343.750,9843.750,1249.230
118,2,7406.250,9843.750,1243.076
119,2,7468.750,9843.750,1241.697
120,2,7531.250,9843.750,1248.660
121,2,7593.750,9843.750,1257.867
122,2,7656.250,9843.750,1259.338
123,2,7718.750,9843.750,1279.058
124,2,7781.250,9843.750,1330.800
125,2,7843.750,9843.750,1384.419
126,2,7906.250,9843.750,1407.925
127,2,7968.750,9843.750,1439.840
128,2,8031.250,9843.750,1488.872
129,2,8093.750,9843.750,1542.916
130,2,8156.250,9843.750,1609.900
131,2,8218.750,9843.750,1694.200
132,2,8281.250,9843.750,1778.122
133,2,8343.750,9843.750,1871.791
134,2,8406.250,9843.750,1960.744
135,2,8468.750,9843.750,2008.827
136,2,8531.250,9843.750,2048.851
137,2,8593.750,9843.750,2044.973
138,2,8656.250,9843.750,2069.523
139,2,8718.750,9843.750,2038.238
140,2,8781.250,9843.750,2048.163
141,2,8843.750,9843.750,2078.036
142,2,8906.250,9843.750,2093.945
143,2,8968.750,9843.750,2079.883
144,2,9031.250,9843.750,2054.054
145,2,9093.750,9843.750,2045.993
146,2,9156.250,9843.750,2064.425
147,2,9218.750,9843.750,2090.612
148,2,9281.250,9843.750,2107.934
149,2,9343.750,9843.750,2122.829
150,2,9406.250,9843.750,2143.066
151,2,9468.750,9843.750,2180.855
152,2,9531.250,9843.750,2187.122
153,2,9593.750,9843.750,2158.999
154,2,9656.250,9843.750,2149.993
155,2,9718.750,9843.750,2142.553
156,2,9781.250,9843.750,2153.528
157,2,9843.750,9843.750,2184.322
158,2,9906.250,9843.750,2206.390
159,2,9968.750,9843.750,2206.157
0,3,31.250,9781.250,1409.900
1,3,93.750,9781.250,1394.819
2,3,156.250,9781.250,1381.293
3,3,218.750,9781.250,1391.069
4,3,281.250,9781.250,1417.602
5,3,343.750,9781.250,1437.571
6,3,406.250,9781.250,1456.727
7,3,468.750,9781.250,1463.185
8,3,531.250,9781.250,1441.471
9,3,593.750,9781.250,1402.876
10,3,656.250,9781.250,1382.797
11,3,718.750,9781.250,1400.743
12,3,781.250,9781.250,1415.564
13,3,843.750,9781.250,1433.677
14,3,906.250,9781.250,1466.732
15,3,968.750,9781.250,1480.612
16,3,1031.250,9781.250,1463.508
17,3,1093.750,9781.250,1454.107
18,3,1156.250,9781.250,1470.057
19,3,1218.750,9781.250,1476.737
20,3,1281.250,9781.250,1447.631
21,3,1343.750,9781.250,1413.112
22,3,1406.250,9781.250,1394.800
23,3,1468.750,9781.250,1391.375
24,3,1531.250,9781.250,1398.189
25,3,1593.750,9781.250,1413.161
26,3,1656.250,9781.250,1429.486
27,3,1718.750,9781.250,1442.131
28,3,1781.250,9781.250,1441.602
29,3,1843.750,9781.250,1430.627
30,3,1906.250,9781.250,1423.580
31,3,1968.750,9781.250,1411.160
32,3,2031.250,9781.250,1412.039
33,3,2093.750,9781.250,1440.642
34,3,2156.250,9781.250,1467.665
35,3,2218.750,9781.250,1447.556
36,3,2281.250,9781.250,1396.104
37,3,2343.750,9781.250,1371.322
38,3,2406.250,9781.250,1377.295
39,3,2468.750,9781.250,1385.620
40,3,2531.250,9781.250,1395.356
41,3,2593.750,9781.250,1394.309
42,3,2656.250,9781.250,1386.644
43,3,2718.750,9781.250,1396.319
44,3,2781.250,9781.250,1418.644
45,3,2843.750,9781.250,1420.266
46,3,2906.250,9781.250,1407.019
47,3,2968.750,9781.250,1402.198
48,3,3031.250,9781.250,1415.911
49,3,3093.750,9781.250,1430.340
50,3,3156.250,9781.250,1434.631
51,3,3218.750,9781.250,1454.315
52,3,3281.250,9781.250,1463.535
53,3,3343.750,9781.250,1440.552
54,3,3406.250,9781.250,1413.549
55,3,3468.750,9781.250,1423.709
56,3,3531.250,9781.250,1478.290
57,3,3593.750,9781.250,1535.371
58,3,3656.250,9781.250,1571.660
59,3,3718.750,9781.250,1598.486
60,3,3781.250,9781.250,1621.432
61,3,3843.750,9781.250,1649.734
62,3,3906.250,9781.250,1682.104
63,3,3968.750,9781.250,1693.441
64,3,4031.250,9781.250,1697.540
65,3,4093.750,9781.250,1746.521
66,3,4156.250,9781.250,1824.761
67,3,4218.750,9781.250,1868.927
68,3,4281.250,9781.250,1853.852
69,3,4343.750,9781.250,1819.926
70,3,4406.250,9781.250,1774.513
71,3,4468.750,9781.250,1748.713
72,3,4531.250,9781.250,1703.100
73,3,4593.750,9781.250,1610.826
74,3,4656.250,9781.250,1520.798
75,3,4718.750,9781.250,1489.131
76,3,4781.250,9781.250,1501.853
77,3,4843.750,9781.250,1513.554
78,3,4906.250,9781.250,1520.056
79,3,4968.750,9781.250,1538.041
80,3,5031.250,9781.250,1556.674
81,3,5093.750,9781.250,1581.703
82,3,5156.250,9781.250,1607.575
83,3,5218.750,9781.250,1608.781
84,3,5281.250,9781.250,1589.639
85,3,5343.750,9781.250,1592.392
86,3,5406.250,9781.250,1600.223
87,3,5468.750,9781.250,1589.737
88,3,5531.250,9781.250,1548.741
89,3,5593.750,9781.250,1498.535
90,3,5656.250,9781.250,1467.189
91,3,5718.750,9781.250,1469.924
92,3,5781.250,9781.250,1450.833
93,3,5843.750,9781.250,1396.763
94,3,5906.250,9781.250,1343.738
95,3,5968.750,9781.250,1305.845
96,3,6031.250,9781.250,1273.388
97,3,6093.750,9781.250,1255.021
98,3,6156.250,9781.250,1232.062
99,3,6218.750,9781.250,1201.984
100,3,6281.250,9781.250,1195.266
101,3,6343.750,9781.250,1203.819
102,3,6406.250,9781.250,1209.643
103,3,6468.750,9781.250,1215.172
104,3,6531.250,9781.250,1230.672
105,3,6593.750,9781.250,1253.020
106,3,6656.250,9781.250,1292.752
107,3,6718.750,9781.250,1325.760
108,3,6781.250,9781.250,1323.893
109,3,6843.750,9781.250,1308.629
110,3,6906.250,9781.250,1319.753
111,3,6968.750,9781.250,1339.612
112,3,7031.250,9781.250,1344.791
113,3,7093.750,9781.250,1338.777
114,3,7156.250,9781.250,1327.254
115,3,7218.750,9781.250,1299.868
116,3,7281.250,9781.250,1265.309
117,3,7343.750,9781.250,1255.089
118,3,7406.250,9781.250,1267.278
119,3,7468.750,9781.250,1279.281
120,3,7531.250,9781.250,1290.103
121,3,7593.750,9781.250,1298.761
122,3,7656.250,9781.250,1297.395
123,3,7718.750,9781.250,1317.588
124,3,7781.250,9781.250,1371.210
125,3,7843.750,9781.250,1418.366
126,3,7906.250,9781.250,1425.549
127,3,7968.750,9781.250,1445.354
128,3,8031.250,9781.250,1492.922
129,3,8093.750,9781.250,1548.726
130,3,8156.250,9781.250,1615.281
131,3,8218.750,9781.250,1697.926
132,3,8281.250,9781.250,1778.290
133,3,8343.750,9781.250,1867.616
134,3,8406.250,9781.250,1954.254
135,3,8468.750,9781.250,2004.058
136,3,8531.250,9781.250,2041.918
137,3,8593.750,9781.250,2039.010
138,3,8656.250,9781.250,2049.196
139,3,8718.750,9781.250,2001.405
140,3,8781.250,9781.250,2011.827
141,3,8843.750,9781.250,2055.997
142,3,8906.250,9781.250,2086.850
143,3,8968.750,9781.250,2080.593
144,3,9031.250,9781.250,2058.037
145,3,9093.750,9781.250,2050.686
146,3,9156.250,9781.250,2070.946
147,3,9218.750,9781.250,2099.222
148,3,9281.250,9781.250,2115.218
149,3,9343.750,9781.250,2126.729
150,3,9406.250,9781.250,2145.981
151,3,9468.750,9781.250,2185.860
152,3,9531.250,9781.250,2198.627
153,3,9593.750,9781.250,2164.421
154,3,9656.250,9781.250,2151.927
155,3,9718.750,9781.250,2141.533
156,3,9781.250,9781.250,2148.181
157,3,9843.750,9781.250,2176.602
158,3,9906.250,9781.250,2197.672
159,3,9968.750,9781.250,2196.856
0,4,31.250,9718.750,1383.744
1,4,93.750,9718.750,1373.849
2,4,156.250,9718.750,1374.663
3,4,218.750,9718.750,1407.388
4,4,281.250,9718.750,1452.474
5,4,343.750,9718.750,1474.655
6,4,406.250,9718.750,1484.429
7,4,468.750,9718.750,1480.945
8,4,531.250,9718.750,1452.173
9,4,593.750,9718.750,1408.691
10,4,656.250,9718.750,1386.657
11,4,718.750,9718.750,1406.341
12,4,781.250,9718.750,1429.748
13,4,843.750,9718.750,1451.372
14,4,906.250,9718.750,1477.137
15,4,968.750,9718.750,1484.941
16,4,1031.250,9718.750,1470.443
17,4,1093.750,9718.750,1461.255
18,4,1156.250,9718.750,1477.595
19,4,1218.750,9718.750,1491.770
20,4,1281.250,9718.750,1468.410
21,4,1343.750,9718.750,1426.933
22,4,1406.250,9718.750,1397.394
23,4,1468.750,9718.750,1387.160
24,4,1531.250,9718.750,1390.270
25,4,1593.750,9718.750,1402.922
26,4,1656.250,9718.750,1415.300
27,4,1718.750,9718.750,1425.581
28,4,1781.250,9718.750,1431.716
29,4,1843.750,9718.750,1431.396
30,4,1906.250,9718.750,1424.879
31,4,1968.750,9718.750,1405.104
32,4,2031.250,9718.750,1403.753
33,4,2093.750,9718.750,1433.877
34,4,2156.250,9718.750,1460.140
35,4,2218.750,9718.750,1443.601
36,4,2281.250,9718.750,1401.117
37,4,2343.750,9718.750,1375.254
38,4,2406.250,9718.750,1374.207
39,4,2468.750,9718.750,1380.963
40,4,2531.250,9718.750,1392.426
41,4,2593.750,9718.750,1403.430
42,4,2656.250,9718.750,1411.292
43,4,2718.750,9718.750,1424.394
44,4,2781.250,9718.750,1441.118
45,4,2843.750,9718.750,1445.978
46,4,2906.250,9718.750,1448.044
47,4,2968.750,9718.750,1457.255
48,4,3031.250,9718.750,1474.429
49,4,3093.750,9718.750,1487.051
50,4,3156.250,9718.750,1489.162
51,4,3218.750,9718.750,1494.419
52,4,3281.250,9718.750,1480.732
53,4,3343.750,9718.750,1429.316
54,4,3406.250,9718.750,1378.502
55,4,3468.750,9718.750,1383.410
56,4,3531.250,9718.750,1440.873
57,4,3593.750,9718.750,1502.310
58,4,3656.250,9718.750,1538.752
59,4,3718.750,9718.750,1562.732
60,4,3781.250,9718.750,1586.937
61,4,3843.750,9718.750,1627.468
62,4,3906.250,9718.750,1668.957
63,4,3968.750,9718.750,1680.249
64,4,4031.250,9718.750,1681.513
65,4,4093.750,9718.750,1726.127
66,4,4156.250,9718.750,1792.231
67,4,4218.750,9718.750,1836.302
68,4,4281.250,9718.750,1858.394
69,4,4343.750,9718.750,1871.793
70,4,4406.250,9718.750,1827.909
71,4,4468.750,9718.750,1785.222
72,4,4531.250,9718.750,1724.082
73,4,4593.750,9718.750,1634.737
74,4,4656.250,9718.750,1554.025
75,4,4718.750,9718.750,1518.317
76,4,4781.250,9718.750,1510.567
77,4,4843.750,9718.750,1506.965
78,4,4906.250,9718.750,1503.374
79,4,4968.750,9718.750,1509.048
80,4,5031.250,9718.750,1525.158
81,4,5093.750,9718.750,1559.219
82,4,5156.250,9718.750,1595.795
83,4,5218.750,9718.750,1615.118
84,4,5281.250,9718.750,1618.331
85,4,5343.750,9718.750,1625.754
86,4,5406.250,9718.750,1633.160
87,4,5468.750,9718.750,1625.362
88,4,5531.250,9718.750,1587.358
89,4,5593.750,9718.750,1535.944
90,4,5656.250,9718.750,1499.888
91,4,5718.750,9718.750,1476.336
92,4,5781.250,9718.750,1432.007
93,4,5843.750,9718.750,1367.057
94,4,5906.250,9718.750,1308.114
95,4,5968.750,9718.750,1264.398
96,4,6031.250,9718.750,1226.350
97,4,6093.750,9718.750,1206.457
